"ORDEN_PRODUCCION","SECUENCIA_PAQUETE","ESTILO","TALLA","PRENDAS","FECHA_TERMINO"
"874017","18","TH9668-51","XXL","14","26/05/2024 12:23:20"
"874017","19","TH9668-51","XXL","14","26/05/2024 10:15:39"
"874017","20","TH9668-51","XXL","13","28/05/2024 15:19:16"
"874017","21","TH9668-51","XXL","17","27/05/2024 12:57:37"
"874018","1","TH9668-51","XS","22","21/05/2024 16:20:30"
"874018","2","TH9668-51","XS","22","21/05/2024 19:11:01"
"874018","3","TH9668-51","S","19","21/05/2024 17:59:08"
"874018","4","TH9668-51","S","18","21/05/2024 16:55:20"
"874018","5","TH9668-51","S","18","21/05/2024 16:34:24"
"874018","6","TH9668-51","S","19","21/05/2024 17:33:08"
"874018","7","TH9668-51","S","18","21/05/2024 13:53:12"
"874018","8","TH9668-51","S","18","21/05/2024 20:17:13"
"874018","9","TH9668-51","S","15","21/05/2024 17:19:49"
"874018","10","TH9668-51","S","15","21/05/2024 17:20:40"
"874018","11","TH9668-51","S","17","21/05/2024 15:55:37"
"874018","12","TH9668-51","M","19","21/05/2024 15:12:48"
"874018","13","TH9668-51","M","18","21/05/2024 13:40:06"
"874018","14","TH9668-51","M","18","21/05/2024 13:35:28"
"874018","15","TH9668-51","M","19","21/05/2024 16:33:38"
"874018","16","TH9668-51","M","18","21/05/2024 17:30:55"
"874018","17","TH9668-51","M","18","21/05/2024 15:12:48"
"874018","18","TH9668-51","M","19","21/05/2024 17:27:58"
"874018","19","TH9668-51","M","18","21/05/2024 16:59:59"
"874018","20","TH9668-51","M","18","21/05/2024 16:25:03"
"874019","1","TH9668-51","M","19","21/05/2024 17:27:45"
"874019","2","TH9668-51","M","18","21/05/2024 8:30:09"
"874019","3","TH9668-51","M","18","21/05/2024 9:26:54"
"874019","4","TH9668-51","M","15","21/05/2024 10:19:15"
"874019","5","TH9668-51","M","15","21/05/2024 13:41:50"
"874019","6","TH9668-51","M","15","21/05/2024 12:57:13"
"874019","7","TH9668-51","M","15","21/05/2024 9:50:29"
"874019","8","TH9668-51","M","15","21/05/2024 11:01:26"
"874019","9","TH9668-51","M","15","21/05/2024 13:54:57"
"874019","10","TH9668-51","M","15","20/05/2024 18:05:51"
"874019","11","TH9668-51","M","15","21/05/2024 12:17:20"
"874019","12","TH9668-51","M","17","21/05/2024 14:44:43"
"874019","13","TH9668-51","M","17","21/05/2024 10:01:15"
"874019","14","TH9668-51","L","19","20/05/2024 19:02:30"
"874019","15","TH9668-51","L","18","22/05/2024 18:29:25"
"874019","16","TH9668-51","L","18","21/05/2024 14:07:25"
"874019","17","TH9668-51","L","19","21/05/2024 14:03:10"
"874019","18","TH9668-51","L","18","21/05/2024 14:00:15"
"874019","19","TH9668-51","L","18","21/05/2024 13:56:48"
"874019","20","TH9668-51","L","19","21/05/2024 13:54:12"
"874019","21","TH9668-51","L","18","21/05/2024 13:57:52"
"874019","22","TH9668-51","L","17","21/05/2024 13:55:01"
"874019","23","TH9668-51","L","19","21/05/2024 9:53:39"
"874019","24","TH9668-51","L","18","21/05/2024 13:59:54"
"874019","25","TH9668-51","L","18","21/05/2024 9:42:46"
"874020","1","TH9668-51","L","19","20/05/2024 16:01:43"
"874020","2","TH9668-51","L","18","20/05/2024 17:56:12"
"874020","3","TH9668-51","L","18","21/05/2024 9:46:49"
"874020","4","TH9668-51","L","19","20/05/2024 18:22:13"
"874020","5","TH9668-51","L","18","20/05/2024 17:31:22"
"874020","6","TH9668-51","L","18","20/05/2024 16:55:41"
"874020","7","TH9668-51","L","15","20/05/2024 17:03:34"
"874020","8","TH9668-51","L","15","21/05/2024 10:21:51"
"874020","9","TH9668-51","L","15","21/05/2024 18:59:01"
"874020","10","TH9668-51","L","15","20/05/2024 18:12:57"
"874020","11","TH9668-51","L","15","20/05/2024 16:52:42"
"874020","12","TH9668-51","L","15","20/05/2024 17:32:35"
"874020","13","TH9668-51","L","22","21/05/2024 9:54:02"
"874020","14","TH9668-51","L","17","20/05/2024 16:50:03"
"874020","15","TH9668-51","XL","19","20/05/2024 17:38:54"
"874020","16","TH9668-51","XL","18","21/05/2024 18:57:37"
"874020","17","TH9668-51","XL","18","20/05/2024 15:28:43"
"874020","18","TH9668-51","XL","19","20/05/2024 14:47:00"
"874020","19","TH9668-51","XL","18","20/05/2024 15:51:24"
"874020","20","TH9668-51","XL","18","21/05/2024 14:19:04"
"874021","1","TH9668-51","XL","19","21/05/2024 15:17:35"
"874021","2","TH9668-51","XL","18","21/05/2024 16:39:24"
"874021","3","TH9668-51","XL","18","22/05/2024 14:45:45"
"874021","4","TH9668-51","XL","19","21/05/2024 17:35:37"
"874021","5","TH9668-51","XL","18","21/05/2024 18:46:11"
"874021","6","TH9668-51","XL","18","22/05/2024 14:42:24"
"874021","7","TH9668-51","XL","15","22/05/2024 11:39:17"
"874021","8","TH9668-51","XL","15","22/05/2024 11:28:34"
"874021","9","TH9668-51","XL","15","21/05/2024 19:27:33"
"874021","10","TH9668-51","XL","15","22/05/2024 14:07:42"
"874021","11","TH9668-51","XL","11","22/05/2024 13:58:28"
"874021","12","TH9668-51","XL","11","22/05/2024 13:58:28"
"874021","13","TH9668-51","XL","17","22/05/2024 14:18:02"
"874021","14","TH9668-51","XXL","19","22/05/2024 14:49:12"
"874021","15","TH9668-51","XXL","18","23/05/2024 7:57:04"
"874021","16","TH9668-51","XXL","18","21/05/2024 15:21:37"
"874021","17","TH9668-51","XXL","18","21/05/2024 19:19:57"
"874021","18","TH9668-51","XXL","18","21/05/2024 17:03:55"
"874021","19","TH9668-51","XXL","18","21/05/2024 18:34:41"
"874021","20","TH9668-51","XXL","15","21/05/2024 17:37:11"
"874021","21","TH9668-51","XXL","15","21/05/2024 18:26:53"
"874021","22","TH9668-51","XXL","15","21/05/2024 19:02:28"
"874021","23","TH9668-51","XXL","15","22/05/2024 14:50:00"
"874022","1","TH9668-51","XS","15","20/05/2024 15:58:23"
"874022","2","TH9668-51","S","17","20/05/2024 17:24:17"
"874022","3","TH9668-51","S","17","20/05/2024 17:17:25"
"874022","4","TH9668-51","S","15","21/05/2024 13:08:38"
"874022","5","TH9668-51","S","17","21/05/2024 13:08:38"
"874022","6","TH9668-51","S","17","21/05/2024 13:00:02"
"874022","7","TH9668-51","S","16","21/05/2024 12:58:28"
"874022","8","TH9668-51","S","18","21/05/2024 12:55:39"
"874022","9","TH9668-51","S","18","23/05/2024 13:03:12"
"874022","10","TH9668-51","M","17","22/05/2024 13:08:30"
"874022","11","TH9668-51","M","17","20/05/2024 14:09:42"
"874022","12","TH9668-51","M","16","20/05/2024 14:07:16"
"874022","13","TH9668-51","M","17","20/05/2024 17:28:26"
"874022","14","TH9668-51","M","17","20/05/2024 16:45:55"
"874022","15","TH9668-51","M","16","20/05/2024 15:06:08"
"874022","16","TH9668-51","M","17","20/05/2024 14:59:51"
"874022","17","TH9668-51","M","17","21/05/2024 11:20:51"
"874022","18","TH9668-51","M","16","20/05/2024 15:55:58"
"874022","19","TH9668-51","M","17","20/05/2024 16:48:43"
"874022","20","TH9668-51","M","17","20/05/2024 16:04:41"
"874022","21","TH9668-51","M","16","20/05/2024 16:06:41"
"874022","22","TH9668-51","M","17","20/05/2024 16:02:48"
"874022","23","TH9668-51","M","17","20/05/2024 15:06:07"
"874022","24","TH9668-51","M","16","20/05/2024 14:59:52"
"874023","1","TH9668-51","M","18","22/05/2024 13:48:16"
"874023","2","TH9668-51","M","18","22/05/2024 12:59:46"
"874023","3","TH9668-51","M","18","22/05/2024 12:56:58"
"874023","4","TH9668-51","M","18","22/05/2024 14:52:24"
"874023","5","TH9668-51","M","18","22/05/2024 16:41:35"
"874023","6","TH9668-51","M","18","22/05/2024 16:45:40"
"874023","7","TH9668-51","M","18","23/05/2024 17:09:56"
"874023","8","TH9668-51","M","18","22/05/2024 20:54:00"
"874023","9","TH9668-51","M","15","22/05/2024 20:57:15"
"874023","10","TH9668-51","M","15","23/05/2024 13:20:43"
"874023","11","TH9668-51","M","15","23/05/2024 13:17:42"
"874023","12","TH9668-51","L","17","22/05/2024 19:00:03"
"874023","13","TH9668-51","L","17","22/05/2024 17:58:28"
"874023","14","TH9668-51","L","16","22/05/2024 17:25:31"
"874023","15","TH9668-51","L","17","23/05/2024 13:17:49"
"874023","16","TH9668-51","L","17","21/05/2024 18:22:22"
"874023","17","TH9668-51","L","16","21/05/2024 18:19:03"
"874023","18","TH9668-51","L","17","22/05/2024 13:24:13"
"874023","19","TH9668-51","L","17","22/05/2024 13:25:50"
"874023","20","TH9668-51","L","16","22/05/2024 13:11:11"
"874023","21","TH9668-51","L","17","22/05/2024 13:17:24"
"874023","22","TH9668-51","L","17","22/05/2024 13:15:09"
"874023","23","TH9668-51","L","16","22/05/2024 13:19:24"
"874024","1","TH9668-51","L","16","21/05/2024 14:54:35"
"874024","2","TH9668-51","L","17","21/05/2024 12:46:02"
"874024","3","TH9668-51","L","16","21/05/2024 16:40:51"
"874024","4","TH9668-51","L","17","21/05/2024 16:46:36"
"874024","5","TH9668-51","L","17","21/05/2024 18:33:31"
"874024","6","TH9668-51","L","16","21/05/2024 17:49:39"
"874024","7","TH9668-51","L","17","21/05/2024 16:43:11"
"874024","8","TH9668-51","L","18","21/05/2024 13:58:32"
"874024","9","TH9668-51","L","16","21/05/2024 14:49:49"
"874024","10","TH9668-51","L","18","21/05/2024 15:31:35"
"874024","11","TH9668-51","L","18","21/05/2024 19:49:38"
"874024","12","TH9668-51","L","18","21/05/2024 18:31:02"
"874024","13","TH9668-51","L","17","22/05/2024 13:12:42"
"874024","14","TH9668-51","L","18","21/05/2024 18:10:15"
"874024","15","TH9668-51","L","18","22/05/2024 12:40:44"
"874024","16","TH9668-51","L","18","22/05/2024 12:34:54"
"874024","17","TH9668-51","L","15","21/05/2024 13:27:09"
"874024","18","TH9668-51","XL","16","21/05/2024 17:53:43"
"874024","19","TH9668-51","XL","17","21/05/2024 16:38:52"
"874024","20","TH9668-51","XL","16","21/05/2024 16:37:14"
"874025","1","TH9668-51","XL","16","23/05/2024 13:54:50"
"874025","2","TH9668-51","XL","17","23/05/2024 17:32:20"
"874025","3","TH9668-51","XL","16","23/05/2024 18:36:33"
"874025","4","TH9668-51","XL","16","23/05/2024 18:16:33"
"874025","5","TH9668-51","XL","17","24/05/2024 10:10:06"
"874025","6","TH9668-51","XL","16","23/05/2024 18:20:48"
"874025","7","TH9668-51","XL","17","24/05/2024 11:43:29"
"874025","8","TH9668-51","XL","17","23/05/2024 18:36:46"
"874025","9","TH9668-51","XL","16","23/05/2024 19:04:43"
"874025","10","TH9668-51","XL","18","23/05/2024 16:40:00"
"874025","11","TH9668-51","XL","18","23/05/2024 18:57:46"
"874025","12","TH9668-51","XL","18","24/05/2024 12:32:20"
"874025","13","TH9668-51","XL","18","23/05/2024 14:24:42"
"874025","14","TH9668-51","XL","18","23/05/2024 14:59:59"
"874025","15","TH9668-51","XL","18","23/05/2024 17:36:59"
"874025","16","TH9668-51","XXL","17","24/05/2024 10:41:29"
"874025","17","TH9668-51","XXL","17","23/05/2024 17:37:28"
"874025","18","TH9668-51","XXL","16","23/05/2024 14:09:06"
"874025","19","TH9668-51","XXL","17","24/05/2024 14:00:26"
"874025","20","TH9668-51","XXL","17","23/05/2024 12:19:26"
"874025","21","TH9668-51","XXL","16","23/05/2024 17:35:45"
"874025","22","TH9668-51","XXL","18","24/05/2024 15:51:59"
"874025","23","TH9668-51","XXL","18","23/05/2024 12:40:02"
"874025","24","TH9668-51","XXL","14","23/05/2024 15:30:45"
"874026","1","TH9668-51","XS","12","24/05/2024 9:59:58"
"874026","2","TH9668-51","XS","12","23/05/2024 19:21:35"
"874026","3","TH9668-51","S","19","24/05/2024 14:18:48"
"874026","4","TH9668-51","S","19","25/05/2024 16:29:27"
"874026","5","TH9668-51","S","19","29/05/2024 19:35:37"
"874026","6","TH9668-51","M","21","24/05/2024 14:34:18"
"874026","7","TH9668-51","M","20","25/05/2024 16:08:48"
"874026","8","TH9668-51","M","19","27/05/2024 7:56:52"
"874026","9","TH9668-51","M","20","27/05/2024 18:38:51"
"874026","10","TH9668-51","M","21","24/05/2024 9:44:48"
"874026","11","TH9668-51","M","20","25/05/2024 15:45:43"
"874026","12","TH9668-51","M","19","24/05/2024 18:55:22"
"874026","13","TH9668-51","M","19","24/05/2024 19:38:56"
"874026","14","TH9668-51","M","12","24/05/2024 18:08:00"
"874026","15","TH9668-51","L","21","25/05/2024 15:08:26"
"874026","16","TH9668-51","L","20","25/05/2024 16:17:12"
"874027","1","TH9668-51","L","21","25/05/2024 15:36:45"
"874027","2","TH9668-51","L","20","25/05/2024 16:12:42"
"874027","3","TH9668-51","L","21","25/05/2024 15:28:57"
"874027","4","TH9668-51","L","20","27/05/2024 14:56:57"
"874027","5","TH9668-51","L","21","27/05/2024 19:38:11"
"874027","6","TH9668-51","L","20","29/05/2024 18:25:18"
"874027","7","TH9668-51","L","19","25/05/2024 17:13:42"
"874027","8","TH9668-51","L","12","27/05/2024 19:38:11"
"874027","9","TH9668-51","XL","14","27/05/2024 19:25:27"
"874027","10","TH9668-51","XL","14","27/05/2024 14:50:01"
"874027","11","TH9668-51","XL","13","27/05/2024 14:52:11"
"874027","12","TH9668-51","XL","14","27/05/2024 14:54:06"
"874027","13","TH9668-51","XL","14","29/05/2024 20:48:31"
"874027","14","TH9668-51","XL","13","25/05/2024 16:09:10"
"874027","15","TH9668-51","XL","14","27/05/2024 19:00:39"
"874027","16","TH9668-51","XL","14","27/05/2024 19:25:27"
"874027","17","TH9668-51","XL","13","27/05/2024 14:48:41"
"874027","18","TH9668-51","XXL","14","29/05/2024 21:31:40"
"874027","19","TH9668-51","XXL","14","27/05/2024 19:29:14"
"874027","20","TH9668-51","XXL","13","29/05/2024 21:29:23"
"874027","21","TH9668-51","XXL","19","27/05/2024 11:47:42"
"874028","1","1MAB044","S","15","02/06/2024 4:05:25"
"874028","2","1MAB044","S","3","02/06/2024 9:30:19"
"874028","3","1MAB044","M","37","02/06/2024 2:46:58"
"874028","4","1MAB044","M","14","02/06/2024 1:59:18"
"874028","5","1MAB044","L","34","02/06/2024 2:40:24"
"874028","7","1MAB044","L","15","02/06/2024 4:17:52"
"874028","8","1MAB044","L","12","01/06/2024 23:59:30"
"874028","9","1MAB044","L","3","02/06/2024 4:08:02"
"874028","10","1MAB044","XL","35","02/06/2024 2:28:39"
"874028","11","1MAB044","XL","38","02/06/2024 5:02:08"
"874028","12","1MAB044","XXL","37","02/06/2024 3:08:13"
"874028","13","1MAB044","XXL","14","02/06/2024 2:07:51"
"874030","1","33218","85","31","23/05/2024 19:52:05"
"874030","2","33218","85","5","24/05/2024 14:14:11"
"874030","3","33218","90","31","29/05/2024 13:37:14"
"874030","4","33218","90","31","24/05/2024 11:03:59"
"874030","5","33218","100","31","24/05/2024 10:40:39"
"874030","6","33218","100","31","25/05/2024 1:16:06"
"874030","7","33218","100","17","27/05/2024 8:37:46"
"874030","8","33218","110","31","24/05/2024 19:20:05"
"874030","9","33218","110","31","23/05/2024 16:50:29"
"874030","10","33218","110","31","23/05/2024 17:04:38"
"874030","11","33218","110","9","23/05/2024 20:04:17"
"874030","12","33218","120","31","24/05/2024 12:55:47"
"874030","13","33218","120","31","24/05/2024 10:45:10"
"874030","14","33218","120","31","23/05/2024 20:26:17"
"874031","1","33218","120","31","21/05/2024 20:47:48"
"874031","2","33218","120","31","21/05/2024 20:52:09"
"874031","3","33218","120","3","22/05/2024 10:54:54"
"874031","4","33218","130","31","21/05/2024 20:38:17"
"874031","5","33218","130","31","22/05/2024 11:00:29"
"874031","6","33218","130","31","21/05/2024 21:34:35"
"874031","7","33218","130","28","21/05/2024 21:05:24"
"874031","8","33218","140","31","22/05/2024 10:40:13"
"874031","9","33218","140","31","21/05/2024 21:28:18"
"874031","10","33218","140","22","22/05/2024 10:48:33"
"874031","11","33218","150","31","22/05/2024 10:45:19"
"874031","12","33218","150","23","22/05/2024 13:29:31"
"874031","13","33218","160","31","22/05/2024 11:14:01"
"874031","14","33218","160","17","22/05/2024 11:14:43"
"874033","1","TH4149-52","3","19","31/05/2024 19:51:18"
"874034","1","TH4149-52","4","30","31/05/2024 19:49:14"
"874034","2","TH4149-52","4","8","31/05/2024 19:52:33"
"874034","3","TH4149-52","5","29","31/05/2024 19:46:08"
"874034","4","TH4149-52","5","11","31/05/2024 19:18:43"
"874034","5","TH4149-52","6","30","31/05/2024 19:13:59"
"874035","1","TH4149-52","7","16","31/05/2024 19:48:08"
"874035","2","TH4149-52","8","5","31/05/2024 19:49:38"
"874036","1","TH4149-20","3","37","15/06/2024 13:34:36"
"874037","1","TH4149-20","4","34","15/06/2024 11:52:53"
"874037","2","TH4149-20","4","34","15/06/2024 12:53:26"
"874037","3","TH4149-20","4","13","15/06/2024 13:36:24"
"874037","4","TH4149-20","5","34","15/06/2024 13:15:13"
"874037","5","TH4149-20","5","34","15/06/2024 13:18:11"
"874037","6","TH4149-20","5","13","15/06/2024 13:04:49"
"874037","7","TH4149-20","6","33","15/06/2024 12:57:14"
"874037","8","TH4149-20","6","5","15/06/2024 13:01:47"
"874038","1","1MAB044","M","8","02/06/2024 7:15:16"
"874038","2","1MAB044","L","8","02/06/2024 7:21:09"
"874038","3","1MAB044","L","8","02/06/2024 6:24:51"
"874038","4","1MAB044","L","8","02/06/2024 5:54:27"
"874038","5","1MAB044","XXL","6","02/06/2024 5:56:58"
"874038","6","1MAB044","XXXL","3","02/06/2024 6:18:33"
"874039","1","1MAB055","S","3","10/06/2024 18:27:38"
"874039","2","1MAB055","L","6","10/06/2024 18:28:52"
"874039","3","1MAB055","XL","12","10/06/2024 16:38:25"
"874039","4","1MAB055","XXL","4","01/07/2024 13:48:31"
"874039","5","1MAB055","XXXL","14","11/06/2024 18:41:48"
"874040","1","TH9668-51","XS","12","27/05/2024 15:46:19"
"874040","2","TH9668-51","XS","11","27/05/2024 15:46:19"
"874040","3","TH9668-51","S","20","27/05/2024 16:46:11"
"874040","4","TH9668-51","S","20","28/05/2024 15:34:13"
"874040","5","TH9668-51","S","12","27/05/2024 16:46:11"
"874040","6","TH9668-51","M","14","28/05/2024 15:00:43"
"874040","7","TH9668-51","M","14","28/05/2024 15:47:11"
"874040","8","TH9668-51","M","13","27/05/2024 17:47:15"
"874040","9","TH9668-51","M","14","27/05/2024 17:47:15"
"874040","10","TH9668-51","M","14","27/05/2024 18:36:03"
"874040","11","TH9668-51","M","13","27/05/2024 18:36:03"
"874040","12","TH9668-51","M","14","28/05/2024 15:08:46"
"874040","13","TH9668-51","M","14","29/05/2024 10:04:25"
"874040","14","TH9668-51","M","13","29/05/2024 10:07:58"
"874040","15","TH9668-51","M","18","28/05/2024 11:22:44"
"874040","16","TH9668-51","M","18","28/05/2024 15:11:36"
"874040","17","TH9668-51","M","12","28/05/2024 15:09:13"
"874040","18","TH9668-51","L","14","28/05/2024 11:30:23"
"874040","19","TH9668-51","L","14","28/05/2024 17:58:01"
"874040","20","TH9668-51","L","13","28/05/2024 15:13:47"
"874040","21","TH9668-51","L","14","28/05/2024 11:28:01"
"874040","22","TH9668-51","L","14","28/05/2024 11:32:50"
"874040","23","TH9668-51","L","13","28/05/2024 11:25:50"
"874041","1","TH9668-51","L","14","27/05/2024 18:56:14"
"874041","2","TH9668-51","L","14","27/05/2024 18:30:52"
"874041","3","TH9668-51","L","13","27/05/2024 14:05:04"
"874041","4","TH9668-51","L","14","27/05/2024 17:10:02"
"874041","5","TH9668-51","L","14","27/05/2024 17:19:34"
"874041","6","TH9668-51","L","13","27/05/2024 15:13:40"
"874041","7","TH9668-51","L","10","28/05/2024 17:38:35"
"874041","8","TH9668-51","L","10","28/05/2024 17:15:16"
"874041","9","TH9668-51","L","12","27/05/2024 18:10:07"
"874041","10","TH9668-51","XL","14","27/05/2024 14:35:22"
"874041","11","TH9668-51","XL","14","27/05/2024 15:24:42"
"874041","12","TH9668-51","XL","13","27/05/2024 15:59:53"
"874041","13","TH9668-51","XL","14","27/05/2024 17:22:53"
"874041","14","TH9668-51","XL","14","28/05/2024 13:41:49"
"874041","15","TH9668-51","XL","13","28/05/2024 13:46:54"
"874041","16","TH9668-51","XL","14","27/05/2024 15:45:18"
"874041","17","TH9668-51","XL","14","28/05/2024 17:11:29"
"874041","18","TH9668-51","XL","11","29/05/2024 18:26:36"
"874041","19","TH9668-51","XXL","14","27/05/2024 11:35:10"
"874041","20","TH9668-51","XXL","14","28/05/2024 16:58:58"
"874041","21","TH9668-51","XXL","13","28/05/2024 17:29:57"
"874041","22","TH9668-51","XXL","18","28/05/2024 17:26:00"
"874042","1","508033","S","14","28/05/2024 16:30:35"
"874042","2","508033","M","14","29/05/2024 15:13:51"
"874042","3","508033","L","24","28/05/2024 17:58:51"
"874042","4","508033","XL","38","29/05/2024 17:58:26"
"874043","1","508020","XS","24","27/05/2024 17:33:14"
"874043","2","508020","S","59","25/05/2024 16:33:26"
"874043","3","508020","M","68","28/05/2024 16:33:56"
"874043","4","508020","M","68","26/05/2024 14:07:34"
