period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,issues_review_menor_7_dias,issues_en_revision_total,historias_fix_version_deploy,cantidad_historias_deploy,repos_activos_con_nomenclatura_estandar,total_repositorios_en_uso,promedio_tiempo_aprobacion_pr,promedio_tamano_pr,repos_gobernados_chimera_activos,promedio_tiempo_integracion,promedio_tiempo_builds,pipelines_ejecuciones_exitosas,pipelines_ejecuciones_totales,promedio_tiempo_reparacion_builds,repos_sonarqube_ok_activos,repos_conectados_sonarqube,items_pruebas_desplegados_xray,items_desplegados_totales
01-Jul,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,287,PASIVO,10,12,8,11,7,12,1.64,129.5,9,3.52,26,12,12,14,5,6,12,12
01-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1068,INFRA MULTICANAL EMPRESAS,3,6,8,9,12,12,2.79,278,6,1.47,38,12,14,20.5,5,5,9,9
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,246,"AR39 PRESTAMOS, ADELANTOS E INVERSIONES",5,6,9,12,9,11,1.81,353,11,1.76,15.5,11,12,83,1,3,9,9
01-Jun,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,692,FINANCE,8,9,7,9,10,10,2.63,41.5,8,2.44,45,10,11,55.5,8,9,13,13
01-Jun,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,1061,PIVOT - GLOBAL SUPPLY CHAIN FINANCE,6,9,4,6,14,14,1.59,308,13,1.65,45,12,12,58.5,12,13,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,38,RB06 NECESIDADES DIGITALES,8,11,6,9,13,13,1.02,49.5,8,2.46,48,6,7,68,11,11,12,12
01-Jul,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,278,ASSET MANAGEMENT - FONDOS Y PLANES DE PENSIONES,6,11,10,11,8,9,2.53,184,7,1.83,29,6,7,126,14,14,12,12
01-Jul,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,289,CONTABILIDAD Y REAL ESTATE,10,13,11,14,8,8,2,375.5,8,2.14,36.5,8,9,60.5,12,14,13,13
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,46,CF01 TALENT & CULTURA,13,14,2,4,10,12,1.72,115.5,11,1.59,22.5,14,14,126,5,7,9,9
01-Aug,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,265,ENTERPRISES CHANNEL,13,14,11,13,6,6,1.47,546,5,4.81,5,11,11,69,13,14,13,13
01-Jun,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,442,DIGITAL SMEs,9,12,9,11,10,10,1.08,244,10,4.97,31,10,12,78.5,12,12,10,10
01-Jun,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,897,FINANZAS - DATA,10,15,9,10,10,12,1.56,130.5,11,1.84,4.5,8,15,76,4,5,8,8
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,161,AR29 REFERIDOS,11,12,6,9,8,14,1.37,456,11,2.15,42,10,11,62.5,14,14,9,9
01-Aug,PERU,SYSTEMS,CIB SYSTEMS,755,ASSET MANAGEMENT,9,13,8,11,4,4,2.82,365.5,3,2.91,28,4,4,128,9,10,14,14
01-Aug,PERU,SYSTEMS,PAYMENT METHODS,751,ADQUIRENCIA,13,14,2,3,4,6,1.14,475,6,4.61,8,9,9,21.5,8,10,14,14
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,887,PLATAFORMA EMISION,11,12,8,14,11,11,2.81,94.5,7,1.49,40.5,9,9,98.5,10,11,15,15
01-Jun,GSD,GSD,DEVOPS & SW DEV TOOLS,854,SW DEVTOOLS SUITE,7,9,7,11,10,10,2.16,322.5,9,1.84,11.5,8,11,72.5,9,14,13,13
01-Aug,VENEZUELA,SYSTEMS,CHANNELS,698,RETAIL WEB & MOBILE,1,4,7,10,8,10,1.55,12.5,6,2.34,14.5,11,13,79,13,15,12,12
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,421,RISK,8,9,5,8,7,7,1.94,581.5,6,3.73,7.5,9,11,67,8,8,10,10
01-Aug,MEXICO,SYSTEMS ENGINEERING,INSURANCE,426,MULTIASISTENCIA,9,10,6,8,5,6,1.16,243,5,2.94,40,3,5,62.5,11,13,10,10
01-Jul,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,427,BANXICO,11,14,6,10,7,8,1.87,84.5,6,2.15,8.5,12,13,43,1,3,15,15
01-Aug,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,258,CONSUMER FINANCE CHANNEL,2,3,8,12,12,12,2.89,599.5,7,1.72,15,12,14,84.5,9,11,14,14
01-Aug,VENEZUELA,SYSTEMS,BANKING SYSTEMS,690,RISK,8,9,6,9,8,9,1.96,130.5,8,2.84,38,11,13,70.5,10,11,4,4
01-Jul,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,838,DQ HOLDING,8,11,7,10,7,9,2.93,453.5,8,1.3,21,8,9,26,7,9,13,13
01-Jun,CIB,SW DELIVERY,RISK,1172,MARKET & COUNTERPARTY RISK,11,12,7,10,7,9,2.26,36.5,6,2.85,39.5,10,11,5.5,7,8,14,14
01-Jun,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,1056,PIVOT DATA,8,9,8,11,3,5,1.72,589,5,1.32,32,10,12,88.5,14,15,9,9
01-Jun,PERU,SYSTEMS,RETAIL,764,CONTACT CENTER,10,14,6,7,11,11,1.88,211,9,3.32,44.5,11,11,13.5,9,11,2,2
01-Jul,GSD,GSD,DEVOPS & SW DEV TOOLS,852,DEVOPS - CI/CD,5,6,12,14,2,2,1.71,628,1,1.13,34.5,12,13,38,11,13,4,4
01-Jun,CFE,R&IC,,1244,COMPLIANCE,2,3,5,7,8,10,1.6,108,10,4.1,18,7,7,18,8,9,1,1
01-Aug,CIB,DATA ENGINEERING,FINANCE DATA,1145,DATAWAREHOUSE & DATAMARTS,2,4,7,13,12,14,1.76,94.5,13,3.83,25.5,5,6,55,13,14,11,11
01-Aug,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,257,CONSUMER FINANCE,8,11,10,12,2,4,1.23,142,4,3.95,36,11,11,114,7,9,9,9
01-Aug,CIB,DATA ENGINEERING,UNDERWRITING & COMMERCIAL PROCESS,1148,COMMERCIAL MANAGEMENT - CRM,4,5,8,10,9,11,2.42,106,11,5.32,13,10,10,15,11,13,12,12
01-Aug,GSD,GSD,DEVOPS & SW DEV TOOLS,853,IAGEN SDLC,11,14,7,10,11,13,2.12,199.5,13,3.17,30.5,5,5,20.5,1,2,13,13
01-Aug,CFE,R&IC,,1270,SCREENING & TRANSACTION MONITORING AML,12,15,10,12,1,1,2.85,24.5,0,1.43,17,9,11,49,10,13,15,15
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,449,CONTRACTING METHODS AND DIGITAL DOCUMENTATION,6,8,10,13,9,13,2.67,19.5,9,1.94,26,10,13,26.5,6,8,7,7
01-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,887,PLATAFORMA EMISION,10,12,8,14,7,7,1.2,48.5,5,5.07,9.5,9,9,87.5,8,9,2,2
01-Jun,CIB,DATA ENGINEERING,UNDERWRITING & COMMERCIAL PROCESS,1148,COMMERCIAL MANAGEMENT - CRM,1,3,9,12,10,10,1.66,49,8,1.73,23.5,2,3,8,11,15,11,11
01-Jun,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,428,CREDITS,9,11,6,7,6,8,1.43,108.5,6,5.35,2,11,13,106,12,12,5,5
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CORE,562,GESTION REMOTA PYMES,10,11,8,10,8,10,1.55,120.5,8,2.98,46.5,8,8,78,11,11,13,13
01-Jul,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,285,INSURANCE - FINANCIERO ACTUARIAL,11,13,6,11,12,14,2.37,682,13,2.03,26,11,12,96.5,8,8,15,15
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,40,RB02 RETAIL MOBILE / MOVILES PARTICULARES,7,10,6,14,6,8,1.79,247.5,6,2.06,6.5,3,4,69,11,12,9,9
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,415,SYSTEMS CONTACT CENTER,1,2,7,15,9,10,1.31,593,7,2.04,39.5,8,9,105.5,14,14,13,13
01-Jul,MEXICO,SYSTEMS ENGINEERING,RETAIL,439,WEB,9,12,9,15,11,13,1.62,130.5,9,2.23,15,12,14,70,9,14,10,10
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,888,CONSUMER FINANCE,12,13,13,14,8,9,1.95,66.5,7,1.73,40.5,5,7,77,12,12,9,9
01-Jun,RETAIL CLIENT SOLUTIONS,RETAIL,,1325,US GWA,9,14,8,10,9,11,2.53,378,6,1.43,18,10,11,81,5,7,10,10
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,57,AR22 ACCOUNTS & DEPOSITS / CUENTAS,6,11,10,13,1,2,1.99,103,1,2.39,34.5,12,13,30,10,11,11,11
01-Aug,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,263,ENTERPRISE MOBILE CHANNEL,12,14,10,11,9,11,1.66,499,8,1.11,24.5,9,11,105.5,11,12,3,3
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,557,FIDUCIARIA,8,11,8,11,8,10,1.05,698,8,1.59,38.5,14,15,97.5,14,14,14,14
01-Jul,CIB,DATA ENGINEERING,ANALYTICS,1142,GTB ANALYTICS,4,5,9,11,9,9,1.57,4.5,7,1.46,49,10,11,106.5,14,14,6,6
01-Jul,CFE,T&C,,1256,WORKFORCE RECRUITING-TALENT,7,8,0,2,9,9,2.85,540.5,6,2.8,28.5,10,11,56,10,12,12,12
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,64,AR50 EFECTOS,8,11,2,4,9,11,1.5,447,9,2.71,12.5,9,11,57.5,5,7,13,13
01-Jul,ESPANA,SYSTEMS ENGINEERING,ALPHA,253,BACKEND,9,12,12,14,11,13,1.04,645.5,13,1.82,25.5,8,11,56.5,1,2,13,13
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,20,RB07 CONTACT CENTER / GESTION DE MORA,14,15,3,6,13,14,1.42,67,7,2.79,40.5,2,3,10,12,14,13,13
01-Jun,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,263,ENTERPRISE MOBILE CHANNEL,13,14,9,10,3,3,2.39,75.5,1,2.16,36,11,11,74.5,12,14,15,15
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,572,CANALES ASISTIDOS ATMs/RPA,4,5,13,15,13,15,1.32,386,15,3.1,47.5,11,13,88.5,12,12,10,10
01-Aug,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,6,AR07 TARJETA DE DEBITO,7,12,8,10,7,9,1.83,665,8,1.75,20.5,11,11,66,11,12,12,12
01-Aug,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,834,CS INGESTAS,7,8,12,13,9,10,2.29,415.5,8,1.89,36.5,11,13,54,13,14,15,15
01-Jun,ESPANA,SYSTEMS ENGINEERING,ALPHA,254,CLIENTS,9,14,5,7,11,12,2.1,96.5,8,1.27,35,12,13,73,10,10,9,9
01-Jul,RETAIL CLIENT SOLUTIONS,CROSS,DATA & ANALYTICS,891,DATA & ANALYTICS,8,9,8,10,9,10,2.56,431.5,10,1.59,42.5,9,10,25.5,7,9,7,7
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,32,TRANSFORMACION NEXTGEN,9,11,5,6,12,12,1.74,159.5,8,1.57,41,8,10,67.5,12,13,9,9
01-Jun,PERU,SYSTEMS,ENTERPRISE,748,ENTERPRISE BANKING CANALES WEB & MOBILE,10,13,10,13,10,11,1.96,580,8,2.01,27.5,12,14,69,12,13,9,9
01-Jul,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,257,CONSUMER FINANCE,13,15,5,7,14,15,1.14,128.5,15,1.37,35.5,3,5,13,2,4,9,9
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,570,T&C,11,14,10,11,8,10,1.68,99.5,9,1.95,26.5,2,3,111.5,5,7,15,15
01-Jul,VENEZUELA,SYSTEMS,CHANNELS,695,BRANCH,9,12,11,12,12,12,1.94,163.5,10,3.29,21,3,5,12,9,10,14,14
01-Jul,PERU,SYSTEMS,LOANS,741,LOANS,7,8,9,10,10,10,1.53,643,6,2.68,25,13,15,69,12,13,7,7
01-Aug,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,LIQUIDITY MANAGEMENT,1057,PIVOT CONNECT,14,15,3,4,4,6,1.38,631,4,1.24,37,9,10,40,10,12,8,8
01-Jun,VENEZUELA,SYSTEMS,CHANNELS,695,BRANCH,4,5,10,11,14,14,1.7,6.5,12,2.48,45.5,10,11,98,13,15,6,6
01-Aug,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,840,HERRAMIENTAS DATA,5,8,9,11,8,9,1.5,326.5,9,1.97,36.5,12,14,45,3,4,8,8
01-Aug,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1266,OTHERS NO CFE,8,9,11,12,4,4,1.11,542,4,4.15,4.5,10,14,1,10,11,14,14
01-Jun,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,449,CONTRACTING METHODS AND DIGITAL DOCUMENTATION,12,15,12,13,7,12,1.97,504,10,2.91,8.5,8,9,90,5,7,15,15
01-Jun,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,866,DATA INSURANCE,10,11,8,10,10,15,1.34,24.5,11,1.95,16.5,9,10,122.5,1,3,1,1
01-Jul,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1267,"LEGAL, FUNDACION BBVA",9,10,13,15,11,12,2.42,412,10,2.45,16.5,1,2,23.5,10,12,10,10
01-Jul,CFE,RISK,,1250,ESG & REPORTING & ANALYTICS,14,15,8,11,10,12,2.39,82.5,6,3.81,34,11,12,87,11,11,10,10
01-Aug,CFE,RISK,,1250,ESG & REPORTING & ANALYTICS,10,12,8,10,8,8,1.26,108,8,4.27,30.5,6,8,108.5,13,13,5,5
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,1075,GLOBAL CHANNELS,4,5,5,7,6,6,1.96,560,4,3.63,13.5,10,11,64,8,9,6,6
01-Aug,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,293,RIESGOS DE CREDITO,8,9,9,10,9,11,1.86,432,10,1.22,19.5,7,8,123.5,11,14,10,10
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,577,OPEN MARKET,10,14,10,12,9,11,1.8,193.5,9,1.92,43,9,13,27,3,3,10,10
01-Jul,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,837,DEVOPS - CI/CD,7,9,7,9,9,10,1.87,491.5,8,1.16,29.5,4,5,72.5,8,9,6,6
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,RIESGOS MAYORISTAS,25,CF05 RISKS / RIESGOS MAYORISTA,12,13,4,5,2,4,1.66,50,2,2.34,43,8,9,18,5,5,12,12
01-Jul,CIB,SW DELIVERY,FIXED INCOME,1183,FI BOOKING & PORTFOLIO MANAGEMENT,9,10,3,6,5,6,1.85,474,4,1.37,14,10,11,81.5,7,9,10,10
01-Aug,MEXICO,SYSTEMS ENGINEERING,C&IB,458,OTC & RISK,8,9,7,8,12,13,1.8,434,7,3.06,0.5,12,14,76,14,14,10,10
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,1077,INFRAESTRUCTURA MULTICANAL ALPHA,11,14,4,5,13,15,1.69,565.5,13,2.79,42.5,9,9,67.5,10,11,14,14
01-Jun,CIB,SW DELIVERY,FOREIGN EXCHANGE,1187,PRICE CONSTRUCTION ACCEPTANCE ARM & SOR,1,3,6,9,10,10,1.59,535.5,8,1.42,11,12,14,84.5,6,8,12,12
01-Aug,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,441,CONSUMER FINANCE,12,14,8,11,8,9,1.04,48,8,4.86,15.5,10,12,80.5,8,9,2,2
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,79,AM04 CONSUMER FINANCE,11,14,9,10,8,10,1.94,413.5,8,2.54,30,6,7,83,9,11,14,14
01-Jun,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,286,INSURANCE - POSTVENTA,0,3,9,11,11,14,2.02,253,10,2.5,44.5,3,3,3.5,11,12,12,12
01-Jun,PERU,SYSTEMS,PAYMENT METHODS,753,NEW PAYMENT RAILS,11,14,8,9,11,14,1.62,450,8,1.92,44.5,12,12,6,12,12,8,8
01-Aug,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,896,ENGINEERING - DATA,7,12,9,11,9,11,2.54,673,7,1.24,32,8,8,5.5,7,8,9,9
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,31,PROCESS SYSTEMS ARG,8,10,10,14,12,14,1.22,1,6,2.01,48.5,11,13,54,14,15,10,10
01-Aug,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,412,APPLICATION SECURITY,3,6,12,13,10,12,1.51,451,7,2.72,25.5,6,6,109.5,12,14,12,12
01-Jul,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,834,CS INGESTAS,9,10,13,14,9,11,1.56,2.5,9,4.4,9,8,9,36.5,12,12,10,10
01-Jun,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,895,DATA MODELING & DEVELOPMENT,8,11,9,11,8,9,1.64,286.5,7,2.82,39,9,10,76.5,12,14,13,13
01-Aug,PERU,SYSTEMS,CROSS SYSTEMS,745,COMMERCIAL SUPPORT,10,11,7,9,10,11,2.26,512.5,11,1.03,43,9,10,89,10,11,14,14
01-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,458,OTC & RISK,9,12,6,9,7,7,1.58,56,6,1.12,20,9,15,60.5,10,12,12,12
01-Jun,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,251,OPERATIONAL CRM,6,8,10,11,6,8,1.03,63.5,8,5.14,20.5,11,12,23.5,10,14,12,12
01-Jun,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,574,MOVIL RETAIL,9,11,10,11,10,11,1.92,672,11,2.31,13.5,9,11,69,3,5,7,7
01-Jun,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,694,TALENT & CULTURE,6,8,3,5,12,12,2.69,120,8,3.27,41.5,14,14,32.5,13,14,9,9
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,559,PAYMENTS,8,9,9,10,8,8,2.71,676,7,2.1,46.5,11,11,59,13,13,11,11
01-Aug,PERU,SYSTEMS,RETAIL,761,AGENTES CORRESPONSALES,7,9,5,6,10,11,1.58,377.5,7,2.06,38.5,7,8,59,9,11,11,11
01-Jun,CIB,SW DELIVERY,GTB & IB&F,1192,GTB,2,5,7,10,11,13,1.54,183,12,2.18,37.5,12,13,83.5,11,12,7,7
01-Jul,URUGUAY,SYSTEMS ENGINEERING,,670,CFE,6,10,0,1,10,10,1.48,114.5,6,4.46,19.5,7,8,30,4,5,14,14
01-Jul,PERU,SYSTEMS,RETAIL,761,AGENTES CORRESPONSALES,2,3,7,8,8,8,1.4,584,8,4.9,17.5,14,14,84.5,4,6,10,10
01-Jul,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,295,T&C Y COMUNICACIONES,6,7,9,11,6,8,2.47,241.5,8,1.9,50,10,11,108.5,14,15,14,14
01-Aug,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,836,DE PLATAFORMA INFORMACIONAL HOLDING (HIS Y MAESTROS),4,5,10,13,11,12,1.39,653.5,9,1.03,47.5,6,7,25,12,12,10,10
01-Aug,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,885,GP2 - TOHU,3,5,9,11,6,6,1.29,62,4,4.84,27,11,11,86,12,13,10,10
01-Jun,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,691,COMPLIANCE & DATA,11,13,11,13,5,7,1.91,478.5,7,1.12,47.5,11,11,6.5,12,12,12,12
01-Aug,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,1073,PIVOT IMPLEMENTATION,7,10,11,14,14,14,1.5,70.5,6,1.9,24,10,15,7.5,10,12,5,5
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,63,AR28 PAGOS Y COBROS,0,1,9,12,12,13,2.09,166,10,1.8,45,14,14,1.5,6,8,5,5
01-Aug,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,869,DATA FINANCE,6,9,5,6,9,14,1.84,324,12,1.1,40.5,8,9,65,5,5,13,13
01-Jun,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,430,METHODS,3,5,8,10,4,5,2.9,85,4,1.49,37.5,12,14,91,13,14,7,7
01-Jun,ESPANA,DATA ENGINEERING,DATA MODELLING,833,SDM,8,11,2,3,10,11,2.75,121.5,10,5.33,16,5,6,36.5,6,6,10,10
01-Aug,GSD,GSD,ALPHA,851,OPERATIONAL DATA INFRASTRUCTURE,9,12,8,9,10,10,1.86,160,7,2.64,48,6,7,41,9,10,8,8
01-Jul,CIB,SW DELIVERY,RISK,1175,XVA,11,12,9,11,5,5,1.57,10,3,1.15,27.5,10,12,116.5,1,2,7,7
01-Jul,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,445,MOBILE ENTERPRISE,6,8,5,8,11,13,1.67,12.5,9,2.22,38.5,13,15,65.5,13,13,8,8
01-Jun,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,SALESFORCE,873,SALESFORCE - DATA,6,7,10,12,4,5,1.05,230,4,1.53,47,5,7,105.5,12,14,11,11
01-Jul,RETAIL CLIENT SOLUTIONS,RETAIL,,1325,US GWA,7,8,8,10,3,5,1.91,112,4,3.73,4.5,3,3,127.5,11,13,6,6
01-Jun,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,287,PASIVO,8,12,8,11,9,9,1.47,39,7,1.45,48,5,7,73.5,14,15,11,11
01-Jul,GSD,GSD,DEVOPS & SW DEV TOOLS,853,IAGEN SDLC,5,8,9,12,10,12,2.4,21.5,10,2.46,18,9,13,127,12,13,7,7
01-Jun,CFE,RISK,,1253,RETAIL CREDIT RISK,12,13,10,12,11,13,1.98,485,13,4.41,11.5,14,14,20,10,10,12,12
01-Jul,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,868,TRANSACTIONAL S&C,12,13,7,11,8,8,2.09,162,8,2.37,40,11,13,41,2,4,7,7
01-Jul,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,569,FINANZAS,7,8,8,12,8,8,1.92,63,6,2.07,7.5,4,6,123.5,5,6,12,12
01-Jul,CIB,SW DELIVERY,FOREIGN EXCHANGE,1187,PRICE CONSTRUCTION ACCEPTANCE ARM & SOR,8,11,9,10,7,7,1.6,561.5,6,2.92,17.5,9,12,121,8,9,10,10
01-Jun,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,1063,ALERTAS FX,0,2,7,10,6,7,1.53,164.5,7,1.7,48,8,8,57,12,14,10,10
01-Jul,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,419,FINANCE & PROCUREMENT,7,10,8,11,6,6,2.26,532.5,4,1.32,36,9,10,1,9,9,12,12
01-Jun,CIB,SW DELIVERY,FOREIGN EXCHANGE,1186,BOOKING & SETTLEMENT,8,9,12,15,13,14,1.71,317,14,1.85,31.5,1,2,119.5,8,10,11,11
01-Jul,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1048,INTERNATIONAL CROSSBORDER COORDINATION TOOL,7,9,9,12,10,10,1.71,571,10,3.7,34,10,11,75.5,9,11,14,14
01-Aug,CFE,AUD.LEGAL&CHAIRMAN UNITS,,1262,COMMS,9,12,11,15,2,3,1.07,364.5,3,5.41,17,6,7,58,10,12,7,7
01-Jun,MEXICO,SYSTEMS ENGINEERING,C&IB,454,CROSS & LENDING,8,9,7,10,11,13,1.85,640.5,11,2.13,10,2,2,121,10,12,11,11
01-Aug,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,1049,SALES SALESFORCE - CCS,7,10,7,9,9,11,1.71,340.5,7,1.33,38,10,10,106,10,11,9,9
01-Jul,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,DIGITAL CHANNELS,1071,PLATAFORMA SENDA,5,8,12,14,3,4,2.57,386.5,3,2.32,36,9,10,106.5,13,13,15,15
01-Jun,RETAIL CLIENT SOLUTIONS,CROSS,TRAFFIC GENERATION & MARKETING AUTOMATION,894,TRAFFIC GENERATION & MARKETING AUTOMATION,7,9,8,11,12,13,1.83,132,13,4.37,12.5,13,14,61,8,8,9,9
01-Jul,CIB,SW DELIVERY,DIGITAL ASSETS,1182,DIGITAL ASSETS,4,7,6,14,3,4,2.83,351,3,1.56,25,10,12,82.5,7,7,7,7
01-Jun,VENEZUELA,SYSTEMS,BANKING SYSTEMS,689,BANKING CREDIT PRODUCTS,4,7,12,15,12,13,2.51,473,12,1.76,16,11,13,121.5,7,8,9,9
01-Jun,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,865,DATA BANKING,4,7,1,3,6,7,1.74,240.5,6,1.01,40,4,4,113,4,5,11,11
01-Aug,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,579,SEGUROS AUTOMATION,10,14,12,15,8,10,2.84,162.5,7,2.72,24,8,9,127.5,8,9,8,8
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,32,TRANSFORMACION NEXTGEN,12,15,12,13,4,4,1.54,144,4,2.32,50,8,14,42.5,11,11,15,15
01-Jun,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,38,RB06 NECESIDADES DIGITALES,7,9,4,7,15,15,1.76,619,13,2.34,17,2,3,44,10,13,4,4
01-Jul,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,16,AR01 AUTOSERVICIOS SUCURSALES,10,14,8,12,10,15,1.68,106,15,3.19,5.5,6,8,17.5,4,6,7,7
